label,text
Fake,gov scott walker halfway job goal
Genuine,sixty percent american support legalizing marijuana
Genuine,mayor said happen country undocumented status welcome want well protect
Fake,public financing campaign
Fake,say mitt romney plan fire big bird
Genuine,health insurance premium almost doubled since
Genuine,ive four campaign done negative campaigning
Fake,say rep charles bass support privatizing social security risking trillion wall street
Fake,job solar oil
Genuine,cbo report delaying obamacare individual mandate reduce deficit billion ten year
Fake,historically social security tax assessed u income capture there growth income among highest earner
Genuine,iaea international atomic energy agency last month said iranian currently living obligation
Fake,common core used obama administration turn department education effectively national school board
Fake,discussing attack u consulate benghazi libyams rice say terrorist attack put whole thing video
Fake,since taking office president obama signed law spending increase nearly percent domestic government agency percent increase include failed stimulus
Genuine,said republican made historic gain state legislature last month election
Genuine,ocean become percent acidic
Genuine,u unemployment among people age percent year high
Genuine,standpoint county government neither school system received increase funding past six year
Fake,jesus undocumented immigrant
Genuine,economic development commission executive director keith stokes sent letter said taxpayer never hook bond studio
Genuine,florida legislature raised tax fee almost billion session
Genuine,threehour debate discussion national debt little economy
Fake,candidate pocketing big money people want destroy coal mitch mcconnell
Fake,atheist country right jew muslim hindu buddhist combined doubled
Fake,extra million american projected join state medicaid program next year
Fake,say getting excons successfully return society important always faced constantly recidivism big problem penitentiary today percent range
Genuine,average person pay year rep paul ryans medicare proposal
Fake,candidate governor roy barnes fighting hard let illegal immigrant vote
Fake,economic stimulus
Fake,long served first time every single solitary decision required senator
Fake,say milwaukee county district attorney candidate verona swanigan worked prosecutor
Fake,say someone earning year fare better plan current tax system
Genuine,obama said individual mandate wasnt tax
Fake,expiration bushera tax cut would biggest tax increase history country trillion year
Fake,aclu filed suit end prayer military completely
Genuine,gov crist never wavered support second amendment right bear arm
Genuine,say ohio job training program spread across state agency
Fake,nonpartisan congressional budget office concluded obamacare cost u job
Fake,percent tax rate called president barack obamas proposed buffett rule lower prescribed tax rate millionaire already millionaire people making
Genuine,say texas rank first execution among state
Genuine,overall fact illegal immigration actually getting worse
Genuine,say obama broke promise help homeowner facing foreclosure
Genuine,republican redistricting plan cut democrat nancy nusbaum state senate district half block
Fake,say president barack obama responsible pending defense cut
Fake,sayspresident obama using executive action impose gun control nation targeting topselling rifle country ban one mostused assault rifle bullet
Genuine,connecticut fifth toughest gun control law country including assault weapon ban ban different weapon
Fake,say ratio ceo pay average worker pay u
Fake,democrat plan raise tax rate percent
Fake,chris coon marxist belief
Fake,since democrat stimulus went effect last year ohio lost job
Genuine,mccain hired biggest lobbyist washington run campaign
Genuine,hillary clinton state department sent three comedian india make chai war tour
Fake,wanted keep private dont think anybodys business want send money vet
Fake,president first major foreign policy speech cairo apologize country
Fake,opponent contribution investigated federal government
Fake,say state people welfare employed
Fake,isi michael bennet chose washington insider general
Fake,declaring pluto longer planet international astronomical union put place planetary definition would even declassified earth planet existed far sun pluto
Genuine,failing civil service encouraged system make difficult fire someone even gross misconduct
Fake,america one highesttaxed nation world
Fake,say cnns wolf blitzer wrong say wealthiest american pay tax already percent american dont even pay federal income tax
Fake,republican alternative health care plan still let insurer raise premium four time faster wage
Genuine,shocking veteran committing suicide every day especially older veteran
Fake,first presidential candidate lay specific truly universal health care plan
Fake,economic crisis biggest problem whole process deregulation financial system
Fake,import oil today ever
Fake,invested record funding protecting environment
Fake,common core mean data element government going collecting child
Fake,hillary clinton want raise tax trillion dollar
Genuine,trade deficit good reached nearly billion last year alone
Fake,scott walker cut million university spend million pro basketball stadium
Genuine,u military country base around world
Fake,say president barack obama first president weve ever think choose law enforce law ignore
Fake,fact oil spill tanker far common rare leak rig pipeline
Genuine,look poll marginoferror race fourth july mitt romney president
Genuine,twothirds economy consumer economy
Fake,national debt low since world war ii
Fake,say gov rick perry spending texan hardearned money live like louie xiv
Fake,public support abortion actually going little bit poll show
Fake,say goldman sachs ceo said congress would cut social security medicare medicaid give huge tax break wealthy large corporation
Fake,say scott brown cosponsored legislationto let employer deny woman coverage formammograms
Fake,congressman langevin took office gas around per gallon near per gallon
Fake,milwaukee county government debt burden
Fake,changing rule governing judicial conflict interest
Fake,jim marshall vote liberal washington arent fooled
Genuine,u change income top bottom
Fake,ratio people working government working manufacturing today almost exact reversal situation
Fake,union membership go middle class wage
Fake,thanksgiving christmas th july every year iran celebrate death america day
Fake,iran might superpower threat government iran pose anything tiny obama say
Genuine,romneycare model obamacare
Genuine,word subhuman mongrel ted nugent called president barack obama used nazi justify genocide jewish community
Fake,say fort hood near killeen texas largest military installation free world
Fake,several time obama apologized deems american arrogance dismissiveness derision dictating solution acting unilaterally
Fake,last night general assembly oclock percent business done really didnt latenight session holding one bill
Genuine,western european fly united state without even visa
Genuine,education tax burden shelby county tennessee one lowest country
Fake,border security effort led percent decrease border crime
Fake,rubios tax swap proposal would massive tax increase
Fake,jennifer carroll outsider
Fake,former atlanta public school superintendent beverly hall left school district significantly better found
Fake,marco rubio think government shouldnt health care business
Genuine,department education official investigating virginia tech shooting gotten car driven blacksburg talk police chief university president anyone else
Fake,quarter worker make per year
Fake,one reason believe trouble yemen lost population drone strike issue thats stirred population thats happening yemen
Fake,baby aleading cause poverty spell united state
Genuine,currently intelligence community collect business record lawabiding american connection terrorism
Fake,able go buy automatic weapon people go buy automatic weapon
Fake,say ive proven right hillary clinton radical call open border meaning anyone world enter united state without limit
Genuine,eighty percent american people support approach federal budget problem includes revenue includes cut
Fake,say people supported campaign volunteer donor advisor endorser
Genuine,georgia law enforcement agency fewer percent statecertified
Genuine,twothirds wisconsinite receiving unemployment check required search work due current work search exemption
Fake,economy growing
Fake,say flood nonmexicans apprehended border people coming state like syria substantial connection back terrorist regime terrorist operation
Fake,saysgov john kasich incorrectly claimed ohio economy th nation took office sixth nation term economic job growth
Fake,obama administration actively supporting al qaeda iraq terrorist group became islamic state
Genuine,say ted strickland campaign bragged aplus rating nra said mixed spotty record issue criticized word mine dont know issue
Fake,federal government reviewed verified administration number showing wisconsin added job
Fake,percent sale nationally made without background check
Genuine,say new financial service law requires regulatory filing
Fake,federal state local government subsidized production volt tune estimate per vehicle sold
Fake,offered medical care injury would give military information return john mccain said
Fake,say gov chris christie cut spending billion provided million new education funding
Fake,bush administration giving auto company billion dollar asking nothing return
Fake,say got lobbied woman latestage cancer vaccinating texas girl virus cause cervical cancer
Fake,illegal immigrant mow grass around texas capitol
Genuine,president obama declared disaster state year
Fake,rob portman share radical ideological view toward woman
Genuine,say state expected increase federal political clout almost entirely due growth african american hispanic population texas virtually every region state
Fake,approval united state point higher hillary clinton left secretary state office took
Fake,plan raise tax making least
Fake,state georgia lost percent employee last year percentage risen past three year
Fake,wisconsin pace double number layoff year
Fake,house health care bill provides free abortion service probably forced participation abortion member medical profession
Fake,percent republican support affordable care act
Fake,president obama told people skip coming la vega convention meeting
Genuine,koch brother one biggest polluter country
Fake,mccain bush favor tax break oil company
Fake,kid cant openly celebrate christmas pray school
Fake,throughout kept congress fully informed effort create legal framework counterterrorism
Fake,fahrenheit came bush approval rating never better got worse
Fake,president worst record female labor force participation barack obama
Genuine,coalition arab state libya moammar gadhafi biggest coalition fellow arab leader since persian gulf war
Fake,president obama increased federal workforce individual percent since he taken office weve lost million job
Genuine,state employee havent received raise five six year
Fake,said planned parenthood early objective help kill black baby came world
Genuine,science certain measles vaccine doesnt cause autism
Fake,air traveler cant get plane united state without someone background check
Fake,say missouri need voter id law there people state missouri convicted type voter fraud
Fake,former federal reserve chairman alan greenspan justified increasing spending cutting tax saying didnt really need pay debt
Fake,welder make money philosopher
Genuine,money department citrus paid citrus grower dont save dollar eliminating department citrus
Fake,harry reid voted give special tax break illegal alien
Fake,epa tried define puddle drainage ditch farm navigable water thus subject massive environmental regulation
Fake,deregulation state telecommunication industry create job wisconsin
Fake,henry kissinger said meet iran guess without precondition
Fake,year enough muslim voter u elect president
Genuine,webster sponsored bill create form marriage would trap woman abusive relationship
Fake,sweetheart deal member congress thanks obama administration going people america get subsidy obamacare exchange
Genuine,highest perpupil cost country
Fake,say romney wrote first edition book health care plan expanded nationwide took book
Fake,let say republican take away half delegate theyre worth iowa new hampshire almost south carolina combined
Fake,u census belief majority american use spanish first language
Fake,national science foundation spent million paying senior play world warcraft study impact brain
Fake,law group could go anywhere register voter sit voter registration form unlimited amount time
Fake,say bernie sander said instead removing condition make people depressed modern society give antidepressant drug
Fake,kid take sat state nation mean high percentage kid take sat
Fake,group organized texas muslim capitol day austin recently listed one organization designated terrorist group united arab emirate
Genuine,shooting dallas policeman nearly people applied day
Fake,people work longer hour lower wage almost new income go top percent
Genuine,say mitch mcconnell pushed wall street bailout u senate called senate finest
Fake,im running groundhog saw shadow primary day one seen since
Fake,obamas budget plan family making going lose mortgage deduction charitable deduction
Fake,obama experience background national security affair
Genuine,american spend billion hour year tax preparation
Fake,martin luther king jr republican
Fake,proposed regional transportation tax last minimum year approved last longer
Genuine,ohio losing family farm year pay inheritance tax
Fake,democrat cutting school funding four time last year came office
Fake,reason allocate percent bridge space satisfy two percent traveler
Fake,according government supplier emergency product disaster assistance response team told prepared activated month october outbreak ebola
Fake,proposed mine northern wisconsin would built without government oversight nine mile long
Fake,criminal alien accounted percentof murder conviction five state california texas arizona florida new york
Genuine,way governor make payment pension fund
Fake,atlanta public school crct test given strictest security possible
Fake,chilean privatization scheme sharron angle support resulted hidden fee fewer benefit million people coverage
Fake,rick perry campaign chairman al gore one time many year ago
Genuine,bain capital helped start early childhood learning company called bright horizon first lady michelle obama rightly praised
Genuine,house representative prochoice majority
Fake,defied standdown order benghazi attack
Fake,u spends billion research development energy spending billion oil foreign country many enemy
Fake,keystone oil pipeline would employ people united state
Genuine,obama say clinton suggested connection alqaida iraqi government
Fake,independent payment advisory board board ration care deny certain medicare treatment washington fund wasteful spending
Fake,recently seen government debt grow trillion first month obama administration equivalent billion per day
Fake,iraq war said loud clear youll destabilize middle east
Genuine,usage synthetic marijuana dramatically increased instance violence bodily harm even death risen
Fake,weve lifted high school graduation rate new high
Genuine,mitt romney gave away father inheritance
Genuine,exchange five minute bill clinton government qatar going give million clinton foundation
Fake,government armed force stockpiling hundred million round ammunition domestic use
Genuine,say except donald trump every major party nominee past year released tax return
Fake,say average democratic congressional district received percent stimulus fund republican district
Fake,lack automatic braking system could prevented philadelphia amtrak crash wasnt driven lack funding take congress passed recent past
Genuine,say paid one dollar sweater kohl
Fake,obamacare costing million job
Fake,percent georgian dont support legislation ease gun restriction house worship bar campus
Fake,u army training program put evangelical christian catholic mormon category religious extremism alqaida
Genuine,since took office wisconsin rank th nation total business establishment growth compared th year mary burke commerce secretary
Fake,iraq study group reported saddam hussein design reviving nuclear program
Fake,rate u female homicide victimsoutnumbers developed country
Fake,people get patdown go airport security
Fake,streetcar project proposed downtown milwaukee would actually take precious revenue away milwaukee public school
Fake,aphotograph yearold hillary clinton featured confederate battle flag background
Fake,paul ryan cut embassy security budget million asked
Fake,say miami congressman carlos curbelo support drilling offshore repeatedly voted president obamas ability fight pollution combat climate change
Fake,say ohio rep marcy kaptur actually life fancy condo washington dc suburb
Fake,say florida pension plan face longterm funding problem social security
Genuine,percent people america support planned parenthood percent approve congress
Fake,commerce secretary nominee john bryson appears endorse world government
Genuine,barack obama refuse acknowledge jerusalem capital israel
Fake,im well aware medical marijuana recognized medical viable treatment sort pancreas pain condition
Genuine,say state worker acrosstheboard raise six year
Fake,ninetyfour percent bill pas senate debate vote amendment reading bill online disclosure
Fake,say united state treaty apparently country obligated defend border treaty executive treaty authorized congress
Fake,say donald trump mike penny want gamble retirement benefit stock market
Genuine,percentof republican nationwide dont think donald trump right guy take hillary clinton november
Fake,cut property tax onethird
Fake,say texas public school funding grew three time rate enrollment
Fake,despite u spending billion iraq electrical system baghdad still get five hour electricity day
Genuine,percent american adult committed crime could lead imprisonment
Genuine,say ronald reagan reversed world largest tax cut raised tax revenue match expectation
Fake,gov mcauliffes budget would raid school obamacare va
Fake,policy mistake clinton made got u large degree situation today mass incarceration
Fake,plan actually give middle class greatest break per family
Fake,say u rep bruce poliquin voted force senior pay prescription drug
Fake,business closing opening virginia today
Genuine,federal government different meanstested social welfare program
Fake,insurance company making choice cancel change policy president
Genuine,say republican party platform say pull back even rule campaign finance reform get rid mccainfeingold democratic party platform say want find way put fair rule campaign finance reform
Fake,chile rank third internationally economic freedom u rank th
Fake,u rep debbie wasserman schultz blamed republican creation hamas
Genuine,jorgeelorza still think plan safe rescue captain kenyon worked hour straight hour
Fake,dont know hn vaccine gon na cause neurological damage like
Fake,say u rep paul ryan promised end health care senior
Fake,say obama opposes innovation electric car clean safe nuclear energy
Fake,say marco rubio said considering internment muslim maybe close cafe diner muslim gather fact compared nazi party
Genuine,beginning last decade america budget surplus billion time took office oneyear deficit trillion projected deficit trillion next decade
Fake,acorn could get billion tax dollar despite investigation voter registration fraud dozen state
Genuine,rick perry accepted stimulus fund governor except governor california new york
Fake,new jersey taxpayer face highest toll country
Genuine,talk raising minimum wage half republicansagree
Fake,obama family lost year income
Genuine,today deficit average deficit past year
Genuine,wisconsin bill limit use food stamp junk food would also prevent limit extent food stamp could used organic food
Fake,iranian woman show much hair public risk beaten killed
Genuine,average georgia family make le average family year ago inflation factored
Fake,one county alone ohio president obama received vote eligible voter
Fake,united state regulation among difficult world
Fake,president obama nancy pelosi said obamacare would save money factored year worth tax revenue six half year worth expense
Fake,phil puckett voted sending epa message theyve gone far twice
Fake,texas rank worker death carbon emission high school graduate funding mental health patient
Genuine,majority candidate stage supported amnesty never supported amnesty
Fake,dan webster support privatization social security deep cut social security
Genuine,miller brewing u company neither anheuserbusch
Fake,wife hijacker knew exactly happening went back saudi arabia two day attack watch husband television flying plane
Fake,say southwest florida water management district million reserve enough money saving run without levying tax two year
Fake,say gov scott walker cooking book releasing number dreamed show wisconsin gained job
Genuine,cornell university research study concludes ethanol generates percent energy loss meaning take gallon gasoline produce gallon ethanol
Fake,florida investing record amount funding hivaids prevention
Fake,atlanta police chief george turner interim head department overall crime fell percent violent crime dropped percent
Fake,say success economic agenda supported fact went unemployment percent decided run governor four year ago two point lower
Fake,barack obama left announced socialist united state senate
Genuine,obamanelson economic record job creation slowest postrecession rate since great depression
Fake,bill mccollum arizona immigration law
Fake,aclu atheist denver demanding nfl stop tim tebow praying sideline
Genuine,half birth texas paid medicaid
Genuine,used worker every one person social security three
Fake,say connie mack voted redefine rape forcible rape
Genuine,according recent report wisconsin high school graduation rate also third best country
Fake,hearing automatic citizenship provision u constitution
Fake,recent economic uptick appears coincide expectation new republican congress
Fake,decision remove chickfila emory university based solely student feedback
Genuine,africanamerican community lost half wealth result wall street collapse
Fake,texas fiscal year money reserve state combined
Fake,say rick perry pay play politics led send million offshore call center bermuda driving enrollment childrens health insurance
Genuine,lowest percentage american actually holding job year
Fake,senate immigration bill immediate legalization border security sometime future like designed never come
Genuine,say george lemieux falsely attacked marco rubio
Fake,rick perry never lost election remains person texas governorship three time landslide election
Fake,say stood party voting budget stop runaway government spending
Genuine,say texas law requires state agency give preference good produced grown texas
Genuine,say helped save olympic game
Fake,privatization social security
Fake,eight year ronald reagan africanamerican median income rose
Fake,health care reform law offset year benefit year tax increase
Fake,president obama sign copenhagen climate change treaty sign freedom democracy prosperity away forever neither subsequent government may elect would power whatsoever take back
Fake,say scott bruun support allowing corporation secretly funnel million dollar front group finance attack ad
Fake,explosive growth medicare reason federal deficit spending predicted top trillion falling billion annually
Fake,say bernie sander opposes requiring child k education
Fake,say yet get response barack obama august letter making border security request
Fake,seed muslim passed father
Fake,right sufficient reserve take care tennessee lottery scholarship student year
Fake,congress voted condemn iran sentencing christian pastor death u rep lois capps member voted
Fake,say hillary clinton answered single question immigration plan
Fake,trump put father money mutual fund hed billion
Fake,congressional budget office found stimulus bill lead real percent reduction gross domestic product
Genuine,illegal immigrant currently occupy million job
Genuine,say state senate recall challenger sandy pasch voted cut school aid nearly million
Fake,say michelle obama waved red communist flag trip china
Fake,say florida five sanctuary city jeb bush governor
Fake,say barack obama apparently vetting people saying anybody come united state
Fake,supported john mccains military strategy pretty adamantly race
Fake,say barack obama grew kenya
Genuine,dont want get like louisiana driveup daiquiri shop
Fake,republican candidate john loughlin talked privatizing social security know stand issue
Genuine,one country ever built brand new sport facility created kind development time
Fake,republican leadership took lead confirming loretta lynch attorney general
Fake,planned parenthood raked million profit past four year
Genuine,passed without frankly help republican caucus passed tax cut last year mostly aimed middle class small business
Fake,pls refer jan tax change appropriately theyre obama tax hike theyll slam every american saving investment job opportunity
Genuine,republican governor chris christie toll cost train bus ride cost college tuition go christie protected tax cut millionaire
Genuine,majority hispanic population growth population usborn
Fake,say chris abele five year he done nothing estabrook dam
Genuine,consume federal level percent gross domestic product historically percent weve taken percent away private sector
Fake,say governor going around state talking fund income tax cut benefit higher income earner lower income earner
Genuine,main gop presidential debatenot one candidate debate stage military experience
Fake,hate crime bill pastor preacher priest rabbi imam give sermon moral tradition sexual practice could found guilty federal crime
Fake,building nearly billion natural gas pipeline north america largest expensive infrastructure project ever
Genuine,mitt romney governor massachusetts stood front coal plant pointed said plant kill
Genuine,say proposed fiscal year budget still level state spending took office
Fake,say barack obama said keep talking economy going lose
Fake,say obama administration longer enforce defense marriage act doma
Genuine,among developed nation least economically socially mobile country world
Fake,look debt accumulated last two year debt president president combined
Fake,thanks president bush policiesthe income gap higher time since great depression
Genuine,mayor tom barrett number milwaukee police officer increased
Fake,rob portmans watch bush trade czar deficit china exploded bush budget chief portman oversaw spending spree doubled deficit
Genuine,governor carcieri campaigning
Fake,texas weve three isisrelated incident already
Fake,say ted cruzs father lee harvey oswald assassination president john f kennedy
Fake,nobody leaving memphis thats myth
Genuine,wisconsin concealedcarry permit rule demand proof state safety training requirement met rendering existing training certificate insufficient part permit application
Fake,mayor kenney personally doesnt support drop cant fault highly qualified city employee appropriately utilizing benefit thats available
Fake,say romney ryan backed proposal would outlaw abortion even case rape incest
Genuine,border patrol agent twice many
Genuine,legislation considered texas would strip salary pension clerk issue marriage license samesex couple even supreme court strike texas marriage ban later year
Fake,poverty level alltime high
Genuine,country bombed obama bush
Fake,u constitution owes notion democracy iroquois tribe
Fake,obama racked debt president history trillion
Fake,last year georgia public health declined
Fake,say overcharging student help pay health care law
Genuine,compromise tax agreement american family pay nickel estate tax
Fake,early level government consuming percent u economy number risen percent today trendline cease point free economy
Genuine,fortyseven percent american pay income tax
Genuine,marijuana today genetically modified thc level far surpass marijuana
Fake,senior disabled stand front obamas death panel bureaucrat decide based subjective judgment level productivity society whether worthy health care
Fake,say wisconsin attorney general jb van hollen knew ken kratz sexting case nearly year nothing
Genuine,mitt romney prochoice record
Fake,say david prosser scott walker
Fake,army report stated allen west performed illegal act merited court martial faced year prison
Fake,work longest hour people around world
Fake,say advocacy questioning contracting park delayed altered renewal brook contract reduced number contracted employee park fewer
Fake,recent gallup poll found percent american percent democrat say biggest threat nation security big government
Genuine,hawaii dont history throwing incumbent office
Fake,new hampshire lost job china state
Fake,pentagon made sincedebunked heroic pow jessica lynch tried avoid capture iraq
Fake,roy barnes part team run trillion dollar debt american spend year paying theyve done without creating one job
Fake,fiftythree percent graduate liberal art college day cant find job
Genuine,oregon never tried create landuse plan look like year
Fake,fracking waste dumped new york state
Fake,say sen kay bailey hutchison took private flight funded taxpayer though commercial flight readily available fraction cost
Fake,didnt development director seven month
Genuine,republicanled softening firearm training rule mean untrained individual would allowed carry gun state permit
Fake,compare state pension system system throughout country benefit goldplated rich actually average average
Fake,say gov rick scott allowed republican legislator cut teacher pay raise proposal percent
Fake,consumer law destroyed gov scott walker signed act
Fake,climatic research unit email show science behind climate change pretty well debunked
Genuine,wisconsin state local government worker pay case per year union due
Fake,muslim country cant church able build synagogue forbidden
Fake,state representative david cicilline argued megans law voted mandatory registration sex offender
Fake,bill also provides full federal funding abortion
Genuine,say proposed teacher contract would layer restrictive rule
Fake,last christian leave iraq
Fake,newt balanced federal budget
Fake,greenlight pinellas wont take existing lane vehicle
Fake,without representation irs increase tax
Genuine,detainee released guantanamo bush administration
Fake,crime recorded per population uk compared violent crime per united state
Fake,say state school superintendent candidate pridemore voted largest cut public education state history billion tax break corporation wealthy
Fake,say approximately percent job created united state november texas
Fake,new tax increase went effect jan passed affordable care act aka obamacare
Fake,virginia state employee pay nothing toward pension
Fake,say tax fee cut save household two year
Genuine,database police use look wanted suspect excludes certain warrant issued atlanta municipal court
Fake,say florida rubberstamped phony horse racing
Fake,greenlight pinellas cent sale tax permanent never get vote
Genuine,say fewer percent texas college student graduate four year percent graduate within six year
Fake,say president barack obama presiding job going overseas seven year
Fake,stimulus tax cut began showing paycheck million indiana household three month ago
Genuine,public education permanently cutby billion change standard quality funding formula
Fake,candidate ran either democratic republican primary said beginning raise tax middle class
Fake,pipeline united state canada right
Genuine,say newt gingrich made affirmative statement would support would campaign republican support barbaric procedure known partialbirth abortion
Fake,stimulus million protect mouse san francisco
Fake,question dream act granting lower tuition illegals
Genuine,havent passed budget three year single appropriation bill brought floor year
Fake,said state insurance commissioner candidate ralph hudgens fight hard strip woman lifesaving coverage mammogram
Fake,last year discovered rhode island public employee ranked th average pay private sector ranked rd
Genuine,say hewas one chief architect balancing federalbudget
Genuine,say donald trump game u visa system hire temporary foreign worker low wage
Genuine,texas rank th perpupil funding among state
Genuine,electric car sale georgia dropped dramatically since tax credit eliminated annual registration fee imposed july
Fake,barbara boxer worried weather instead terrorism biggest threat national security
Genuine,newt gingrich suggested building mirror system space could improve earth habitability
Fake,president barack obama united state doubled export
Fake,crazy government make illegal use old incandescent bulb
Genuine,never supported cap trade
Fake,administration raise revenue nationalized health care series new tax including light switch tax would cost every american household year
Fake,massachusetts health care plan dealt percent population far le percent american people affected president barack obamas health care law
Fake,im candidate democratic primary actually either side wall street financier hedge fund manager actually running ad
Genuine,new health care law american longer see coverage dropped capped illness strike
Fake,currently american paying tax
Fake,marco rubio say solo ingles english
Fake,republican housing finance reform bill would eliminate person ability obtain year mortgage
Genuine,wisconsin governor cut perquisite much plan would still leave worker better private sector counterpart
Fake,percent increase third quarter gdp came two thing government spending cash clunkers moved fourthquarter auto sale third quarter firsttime home buyer thing
Fake,hillary interned bob treuhaft head california communist party
Genuine,passed stand ground law said portends horrific event people life put situation
Genuine,delivered tax relief republican combined
Fake,would president close embassy vatican hopefully retribution catholic organization opposing obamacare
Genuine,people right waitlist financialbased assistance tech college university tech school
Genuine,say bill hillary clinton attended donald trump last wedding
Fake,repealing health care law would save billion
Genuine,wisconsin nondiscrimination law doesnt protect member transgender community
Fake,say free public university tuition program paid tax wall street speculation
Genuine,sen harry reid voted declaring english national language twice
Genuine,rick scott want take u back day insurance company denying coverage preexisting condition
Fake,gas price gone percent since obama became president highest gas price increase since carter
Fake,election chairman since
Genuine,job last year threequarters actually according bureau labor statistic auto job ohio
Genuine,today raised poor youre likely stay poor year ago
Fake,say proposed antiabortion legislation would force woman facing personal health decision endure transvaginal ultrasound
Genuine,canada spill water practice event would happen allowed united state
Genuine,austin number one texas startup venture capital patent
Fake,semiautomatic weapon whether pistol rifle designed use military battlefield
Genuine,ohio planned parenthood operation received million taxpayer dollar via federal grant
Fake,misogynist bigot epic proportion like u rep steven smith allowed serve
Genuine,end people died georgia road one evey four fatality resulted drunken driving
Fake,sen clinton said surge troop iraq working sen clinton say surge failed begin immediate withdrawal u troop
Genuine,new school testing standard consume approximately twenty day testing elementary middle high school student
Genuine,community tampa bay one threatened sea level rise world
Fake,iran deal facilitate accelerate nation iran acquiring nuclear weapon
Genuine,u spending one every six defense department dollar afghanistan
Genuine,state country bypassed general assembly authorize instate tuition undocumented immigrant
Genuine,say baby coo county two time likely born mother someone used tobacco pregnancy average baby born oregon u
Fake,say federal agency charge medicare medicaid disburse billion benefit year making larger world economy
Genuine,test share fact widget
Fake,first four year washington sen ayotte voted koch brother nearly percent time
Fake,law passed american told could keep current health care plan became law administration issued regulation stating nearly half american would lose current plan
Fake,scientist project arctic icefree summer
Genuine,eightythree law enforcement officer died line duty year twentyfour shot killed cold blood
Genuine,oddest thing doesnt want america massachusetts mandate health care massachusetts hillarycare doesnt want america
Genuine,right texas doesnt income tax oklahoma lowering income tax rate guess severance tax sky high
Genuine,say majority american republican support approach deficit reduction
Fake,say michigan u senate candidateterri lynn land said guaranteeing equal pay woman job men good idea
Genuine,people tiverton historically supported gambling measure rate higher rest state
Fake,asked union pay health care insurance said unreasonable requested contribute toward pension screamed unfair
Fake,point reaching million deportation historic level president united state
Fake,say john mccain done nothing help vet
Fake,delta animal death among u carrier past five year
Fake,woman barack obamas white house earning le men
Genuine,illegal immigration crime rate low theyve decade
Fake,joe keep hearing every morning talking biggest tax increase history dont mention also biggest tax cut history healthcaretaxes richarddurbin senator illinois democrat comment morning joe show msnbc
Fake,obama voted tax subsidy giveways slowed oil company pursuing clean energy source
Fake,say congressman jon runyan plan raise medicare cost year
Fake,say jim renacci ran washington establishment election hypocritically embracing big money special interest fundraiser
Fake,last year one piece legislation cosponsored passed john duncan jr
Genuine,trade mexico million day thats trading partner
Fake,caught texas commission environmental quality lying u result air quality study barnett shale
Fake,must list gun tax return
Genuine,say donald trump claimed armed force disaster
Genuine,say trump shirt made bangladesh trump suit mexico trump vodka netherlands trump crystal barware slovenia cufflink tie china
Genuine,sarah palin repeating abraham lincoln word discussing war iraq
Fake,pension system funded level year two year point
Fake,ben unger supported percent property tax increase oregon senior
Fake,planned expansion savannah port job creating project
Genuine,since gov nathan deal office state rainy day fund grown percent
Fake,say katrina approved billion within day storm voice vote
Fake,say according many report even data state texas spent medicaid orthodontia state combined
Fake,say last year million health insurance rebate went state another million rebate sent summer averaging around buck
Genuine,someone room measles leaf walk two hour later could get measles person
Fake,suicide come federal government largesse saying worth anything going get something nothing
Fake,new york police department used surveillance going around mosque new york city mayor totally cut
Fake,ohio taxpayer spent million year food stamp medicaid walmart worker
Fake,world health organization report show people dying tb
Fake,marco rubio want raise social security retirement age cut benefit
Fake,united state seen net loss people health insurance obamacare
Fake,say david jolly lobbied plan rep paul ryan would turn medicare voucher program
Genuine,recoverygov listed congressional district exist
Genuine,college loan loan united state refinance interest rate go
Fake,florida remains top travel destination across world
Fake,florida eight year cut tax every year totaling billion
Fake,without ethanol gas price would least higher gas four buck mean youre saving buck gallon fill
Fake,immigration reform marco rubio along saying border security first get spanish tv end saying never get way
Fake,democratic sen ed markey al franken jeanne shaheen took bribe iran back insane nuke deal
Fake,say jurisdiction strictest gun control law almost without exception highest crime rate highest murder rate
Genuine,least shooting year angel taveras mayor providence
Fake,oregon people arrested marijuanarelated crime
Fake,new hampshire legislature raised gasoline tax gas price state skyrocketing
Genuine,united state decided waterboarding torture back courtmartialed american soldier waterboarding philippine insurgent philippine revolution
Fake,weve spent trillion war middle east
Genuine,say mark pryor vote obama percent time
Fake,isi supporter tweeted shooting began chattanooga tenn
Fake,simply fact insufficient funding amtrak delayed installation positive train control safety system deny connection derailment philadelphia underfunding amtrak deny reality
Fake,north koreahas twodozennuclear warhead
Genuine,say medium distortedwhat happened baby rally
Fake,failed economic policy president barack obama democrat federal reserve making gas price higher america economy running fume
Genuine,twice many gun shop mcdonalds united state
Fake,growing kid city milwaukee averaged homicide year entire city record number
Genuine,woman graduating college men
Fake,health care law imposes federal mandate requiring middleclass american buy health insurance whether afford
Fake,say texas wildfire linked climate change
Fake,say harry reid asked republican field said republican like best donald trump said work hell cut deal
Fake,mitchell international airport third busiest airport world number one busiest country
Fake,aboard florida percent private venture state money involved
Fake,incontrovertible proof speed contributing factor increasing vehicular fatality
Fake,largest enterprise world federal government united state america
Fake,house health care bill government penalize citizen choose buy plan cost minimum per family per year
Fake,josh mandel claim accepted three debate sen sherrod brown lying accepted zero proposed debate
Fake,say kurt schrader cast deciding vote failed extend tax cut oregon middleclass family small business
Fake,say president barack obama made unilateral change obamacare time
